dimension,edges,isDirectional,minWeight,maxWeight,queue,graphInput,time
114,0,False,0,1,array,adjList,0.0019073486328125
114,0,False,0,1,array,adjMatrix,0.007867813110351562
115,0,False,0,1,heap,adjList,0.00286102294921875
115,0,False,0,1,heap,adjMatrix,0.010967254638671875
115,0,False,0,1,array,adjList,0.0016689300537109375
115,0,False,0,1,array,adjMatrix,0.010967254638671875
116,0,False,0,1,heap,adjList,0.003814697265625
116,0,False,0,1,heap,adjMatrix,0.009059906005859375
116,0,False,0,1,array,adjList,0.0030994415283203125
116,0,False,0,1,array,adjMatrix,0.029325485229492188
117,0,False,0,1,heap,adjList,0.0030994415283203125
117,0,False,0,1,heap,adjMatrix,0.010967254638671875
117,0,False,0,1,array,adjList,0.0021457672119140625
117,0,False,0,1,array,adjMatrix,0.007867813110351562
118,0,False,0,1,heap,adjList,0.0040531158447265625
118,0,False,0,1,heap,adjMatrix,0.013828277587890625
118,0,False,0,1,array,adjList,0.0021457672119140625
118,0,False,0,1,array,adjMatrix,0.010013580322265625
119,0,False,0,1,heap,adjList,0.0030994415283203125
119,0,False,0,1,heap,adjMatrix,0.009059906005859375
119,0,False,0,1,array,adjList,0.00095367431640625
119,0,False,0,1,array,adjMatrix,0.009775161743164062
120,0,False,0,1,heap,adjList,0.003814697265625
120,0,False,0,1,heap,adjMatrix,0.015020370483398438
120,0,False,0,1,array,adjList,0.0026226043701171875
120,0,False,0,1,array,adjMatrix,0.008106231689453125
121,0,False,0,1,heap,adjList,0.0007152557373046875
121,0,False,0,1,heap,adjMatrix,0.012159347534179688
121,0,False,0,1,array,adjList,0.0016689300537109375
121,0,False,0,1,array,adjMatrix,0.009059906005859375
122,0,False,0,1,heap,adjList,0.0021457672119140625
122,0,False,0,1,heap,adjMatrix,0.010967254638671875
122,0,False,0,1,array,adjList,0.0021457672119140625
122,0,False,0,1,array,adjMatrix,0.010013580322265625
123,0,False,0,1,heap,adjList,0.0050067901611328125
123,0,False,0,1,heap,adjMatrix,0.010013580322265625
123,0,False,0,1,array,adjList,0.0019073486328125
123,0,False,0,1,array,adjMatrix,0.009298324584960938
124,0,False,0,1,heap,adjList,0.0007152557373046875
124,0,False,0,1,heap,adjMatrix,0.010013580322265625
124,0,False,0,1,array,adjList,0.0050067901611328125
124,0,False,0,1,array,adjMatrix,0.010013580322265625
125,0,False,0,1,heap,adjList,0.0040531158447265625
125,0,False,0,1,heap,adjMatrix,0.017881393432617188
125,0,False,0,1,array,adjList,0.0019073486328125
125,0,False,0,1,array,adjMatrix,0.009059906005859375
126,0,False,0,1,heap,adjList,0.0021457672119140625
126,0,False,0,1,heap,adjMatrix,0.009059906005859375
126,0,False,0,1,array,adjList,0.0011920928955078125
126,0,False,0,1,array,adjMatrix,0.009059906005859375
127,0,False,0,1,heap,adjList,0.0030994415283203125
